date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:28:41	1223/1223	---M-Z	200	added ('OK')	application/javascript	etag:%224c7-60db4fd120e9a-gzip%22	https://themesbrand.com/velzon/html/master/assets/js/pages/form-file-upload.init.js	C:/xampp/htdocs/Shopy/admin_template/themesbrand.com/velzon/html/master/assets/js/pages/form-file-upload.init.js	(from https://themesbrand.com/velzon/html/master/forms-file-uploads.html)
11:28:42	16264/16264	---M-Z	200	added ('OK')	text/css	etag:W/%223f88-kT+fe5U1rseQyjzp1uNaz682mZM%22	https://cdn.jsdelivr.net/npm/select2@4.1.0-rc.0/dist/css/select2.min.css	C:/xampp/htdocs/Shopy/admin_template/cdn.jsdelivr.net/npm/select2@4.1.0-rc.0/dist/css/select2.min.css	(from https://themesbrand.com/velzon/html/master/forms-select2.html)
11:28:43	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/xampp/htdocs/Shopy/admin_template/code.jquery.com/jquery-3.6.0.min.js	(from https://themesbrand.com/velzon/html/master/forms-select2.html)
11:28:43	73163/73163	---M-Z	200	added ('OK')	application/javascript	etag:W/%2211dcb-beEOdKmS/KFegD2RDRMPgmYxy4Y%22	https://cdn.jsdelivr.net/npm/select2@4.1.0-rc.0/dist/js/select2.min.js	C:/xampp/htdocs/Shopy/admin_template/cdn.jsdelivr.net/npm/select2@4.1.0-rc.0/dist/js/select2.min.js	(from https://themesbrand.com/velzon/html/master/forms-select2.html)
11:28:43	1231/1231	---M-Z	200	added ('OK')	application/javascript	etag:%224cf-60db4fd122dda-gzip%22	https://themesbrand.com/velzon/html/master/assets/js/pages/select2.init.js	C:/xampp/htdocs/Shopy/admin_template/themesbrand.com/velzon/html/master/assets/js/pages/select2.init.js	(from https://themesbrand.com/velzon/html/master/forms-select2.html)
11:28:43	10036/10036	---M-Z	200	added ('OK')	application/javascript	etag:%222734-60db4fd120e9a-gzip%22	https://themesbrand.com/velzon/html/master/assets/js/pages/gridjs.init.js	C:/xampp/htdocs/Shopy/admin_template/themesbrand.com/velzon/html/master/assets/js/pages/gridjs.init.js	(from https://themesbrand.com/velzon/html/master/tables-gridjs.html)
11:28:44	10280/10280	---M-Z	200	added ('OK')	application/javascript	etag:%222828-60db4fd120e9a-gzip%22	https://themesbrand.com/velzon/html/master/assets/js/pages/listjs.init.js	C:/xampp/htdocs/Shopy/admin_template/themesbrand.com/velzon/html/master/assets/js/pages/listjs.init.js	(from https://themesbrand.com/velzon/html/master/tables-listjs.html)
11:28:45	8144/8144	---MCZ	200	added ('OK')	text/css	etag:W/%2266222f33-1fd0%22	https://cdn.datatables.net/1.11.5/css/dataTables.bootstrap5.min.css	C:/xampp/htdocs/Shopy/admin_template/cdn.datatables.net/1.11.5/css/dataTables.bootstrap5.min.css	(from https://themesbrand.com/velzon/html/master/tables-datatables.html)
11:28:45	4301/4301	---MCZ	200	added ('OK')	text/css	etag:W/%2266222f3b-10cd%22	https://cdn.datatables.net/responsive/2.2.9/css/responsive.bootstrap.min.css	C:/xampp/htdocs/Shopy/admin_template/cdn.datatables.net/responsive/2.2.9/css/responsive.bootstrap.min.css	(from https://themesbrand.com/velzon/html/master/tables-datatables.html)
11:28:46	16075/16075	---MCZ	200	added ('OK')	text/css	etag:W/%2266222f34-3ecb%22	https://cdn.datatables.net/buttons/2.2.2/css/buttons.dataTables.min.css	C:/xampp/htdocs/Shopy/admin_template/cdn.datatables.net/buttons/2.2.2/css/buttons.dataTables.min.css	(from https://themesbrand.com/velzon/html/master/tables-datatables.html)
11:28:46	88048/88048	---MCZ	200	added ('OK')	text/javascript	etag:W/%2266222f33-157f0%22	https://cdn.datatables.net/1.11.5/js/jquery.dataTables.min.js	C:/xampp/htdocs/Shopy/admin_template/cdn.datatables.net/1.11.5/js/jquery.dataTables.min.js	(from https://themesbrand.com/velzon/html/master/tables-datatables.html)
11:28:46	4480/4480	---MCZ	200	added ('OK')	text/javascript	etag:W/%2266222f33-1180%22	https://cdn.datatables.net/1.11.5/js/dataTables.bootstrap5.min.js	C:/xampp/htdocs/Shopy/admin_template/cdn.datatables.net/1.11.5/js/dataTables.bootstrap5.min.js	(from https://themesbrand.com/velzon/html/master/tables-datatables.html)
11:28:46	16849/16849	---MCZ	200	added ('OK')	text/javascript	etag:W/%2266222f3b-41d1%22	https://cdn.datatables.net/responsive/2.2.9/js/dataTables.responsive.min.js	C:/xampp/htdocs/Shopy/admin_template/cdn.datatables.net/responsive/2.2.9/js/dataTables.responsive.min.js	(from https://themesbrand.com/velzon/html/master/tables-datatables.html)
11:28:46	25183/25183	---MCZ	200	added ('OK')	text/javascript	etag:W/%2266222f34-625f%22	https://cdn.datatables.net/buttons/2.2.2/js/dataTables.buttons.min.js	C:/xampp/htdocs/Shopy/admin_template/cdn.datatables.net/buttons/2.2.2/js/dataTables.buttons.min.js	(from https://themesbrand.com/velzon/html/master/tables-datatables.html)
11:28:46	2514/2514	---MCZ	200	added ('OK')	text/javascript	etag:W/%2266222f34-9d2%22	https://cdn.datatables.net/buttons/2.2.2/js/buttons.print.min.js	C:/xampp/htdocs/Shopy/admin_template/cdn.datatables.net/buttons/2.2.2/js/buttons.print.min.js	(from https://themesbrand.com/velzon/html/master/tables-datatables.html)
11:28:47	25103/25103	---MCZ	200	added ('OK')	text/javascript	etag:W/%2266222f34-620f%22	https://cdn.datatables.net/buttons/2.2.2/js/buttons.html5.min.js	C:/xampp/htdocs/Shopy/admin_template/cdn.datatables.net/buttons/2.2.2/js/buttons.html5.min.js	(from https://themesbrand.com/velzon/html/master/tables-datatables.html)
11:28:48	926228/926228	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03f87-e2214%22	https://cdnjs.cloudflare.com/ajax/libs/pdfmake/0.1.53/vfs_fonts.js	C:/xampp/htdocs/Shopy/admin_template/cdnjs.cloudflare.com/ajax/libs/pdfmake/0.1.53/vfs_fonts.js	(from https://themesbrand.com/velzon/html/master/tables-datatables.html)
11:28:49	1093401/1093401	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03f87-10af19%22	https://cdnjs.cloudflare.com/ajax/libs/pdfmake/0.1.53/pdfmake.min.js	C:/xampp/htdocs/Shopy/admin_template/cdnjs.cloudflare.com/ajax/libs/pdfmake/0.1.53/pdfmake.min.js	(from https://themesbrand.com/velzon/html/master/tables-datatables.html)
11:28:50	101939/101939	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ecf-18e33%22	https://cdnjs.cloudflare.com/ajax/libs/jszip/3.1.3/jszip.min.js	C:/xampp/htdocs/Shopy/admin_template/cdnjs.cloudflare.com/ajax/libs/jszip/3.1.3/jszip.min.js	(from https://themesbrand.com/velzon/html/master/tables-datatables.html)
11:28:50	1013/1013	---M-Z	200	added ('OK')	application/javascript	etag:%223f5-60db4fd11fefa-gzip%22	https://themesbrand.com/velzon/html/master/assets/js/pages/datatables.init.js	C:/xampp/htdocs/Shopy/admin_template/themesbrand.com/velzon/html/master/assets/js/pages/datatables.init.js	(from https://themesbrand.com/velzon/html/master/tables-datatables.html)
11:28:50	6010/6010	---M-Z	200	added ('OK')	application/javascript	etag:%22177a-5ed682dd70040-gzip%22	https://img.themesbrand.com/velzon/apexchart-js/stock-prices.js	C:/xampp/htdocs/Shopy/admin_template/img.themesbrand.com/velzon/apexchart-js/stock-prices.js	(from https://themesbrand.com/velzon/html/master/charts-apex-line.html)
11:28:51	17967/17967	---M-Z	200	added ('OK')	application/javascript	etag:%22462f-60db4fd11fefa-gzip%22	https://themesbrand.com/velzon/html/master/assets/js/pages/apexcharts-line.init.js	C:/xampp/htdocs/Shopy/admin_template/themesbrand.com/velzon/html/master/assets/js/pages/apexcharts-line.init.js	(from https://themesbrand.com/velzon/html/master/charts-apex-line.html)
11:28:51	20970/20970	---M-Z	200	added ('OK')	application/javascript	etag:%2251ea-5ed682e6f96c0-gzip%22	https://img.themesbrand.com/velzon/apexchart-js/github-data.js	C:/xampp/htdocs/Shopy/admin_template/img.themesbrand.com/velzon/apexchart-js/github-data.js	(from https://themesbrand.com/velzon/html/master/charts-apex-area.html)
11:28:52	23541/23541	---M-Z	200	added ('OK')	application/javascript	etag:%225bf5-5ed682eda6680-gzip%22	https://img.themesbrand.com/velzon/apexchart-js/irregular-data-series.js	C:/xampp/htdocs/Shopy/admin_template/img.themesbrand.com/velzon/apexchart-js/irregular-data-series.js	(from https://themesbrand.com/velzon/html/master/charts-apex-area.html)
11:28:52	150941/150941	---M-Z	200	added ('OK')	application/javascript	etag:%2224d9d-60db4fd1b4604-gzip%22	https://themesbrand.com/velzon/html/master/assets/libs/moment/moment.js	C:/xampp/htdocs/Shopy/admin_template/themesbrand.com/velzon/html/master/assets/libs/moment/moment.js	(from https://themesbrand.com/velzon/html/master/charts-apex-area.html)
11:28:52	15430/15430	---M-Z	200	added ('OK')	application/javascript	etag:%223c46-60db4fd11fefa-gzip%22	https://themesbrand.com/velzon/html/master/assets/js/pages/apexcharts-area.init.js	C:/xampp/htdocs/Shopy/admin_template/themesbrand.com/velzon/html/master/assets/js/pages/apexcharts-area.init.js	(from https://themesbrand.com/velzon/html/master/charts-apex-area.html)
11:28:53	6571/6571	---M-Z	200	added ('OK')	application/javascript	etag:%22622f7bca-b60%22	https://cdnjs.cloudflare.com/ajax/libs/dayjs/1.11.0/dayjs.min.js	C:/xampp/htdocs/Shopy/admin_template/cdnjs.cloudflare.com/ajax/libs/dayjs/1.11.0/dayjs.min.js	(from https://themesbrand.com/velzon/html/master/charts-apex-column.html)
11:28:54	761/761	---M-Z	200	added ('OK')	application/javascript	etag:%22622f7bca-196%22	https://cdnjs.cloudflare.com/ajax/libs/dayjs/1.11.0/plugin/quarterOfYear.min.js	C:/xampp/htdocs/Shopy/admin_template/cdnjs.cloudflare.com/ajax/libs/dayjs/1.11.0/plugin/quarterOfYear.min.js	(from https://themesbrand.com/velzon/html/master/charts-apex-column.html)
11:28:54	15504/15504	---M-Z	200	added ('OK')	application/javascript	etag:%223c90-60db4fd11fefa-gzip%22	https://themesbrand.com/velzon/html/master/assets/js/pages/apexcharts-column.init.js	C:/xampp/htdocs/Shopy/admin_template/themesbrand.com/velzon/html/master/assets/js/pages/apexcharts-column.init.js	(from https://themesbrand.com/velzon/html/master/charts-apex-column.html)
11:28:54	9155/9155	---M-Z	200	added ('OK')	application/javascript	etag:%2223c3-60db4fd11fefa-gzip%22	https://themesbrand.com/velzon/html/master/assets/js/pages/apexcharts-bar.init.js	C:/xampp/htdocs/Shopy/admin_template/themesbrand.com/velzon/html/master/assets/js/pages/apexcharts-bar.init.js	(from https://themesbrand.com/velzon/html/master/charts-apex-bar.html)
11:28:54	4685/4685	---M-Z	200	added ('OK')	application/javascript	etag:%22124d-60db4fd11fefa-gzip%22	https://themesbrand.com/velzon/html/master/assets/js/pages/apexcharts-mixed.init.js	C:/xampp/htdocs/Shopy/admin_template/themesbrand.com/velzon/html/master/assets/js/pages/apexcharts-mixed.init.js	(from https://themesbrand.com/velzon/html/master/charts-apex-mixed.html)
11:28:55	53324/53324	---M-Z	200	added ('OK')	application/javascript	etag:%22d04c-60db4fd1b26c3-gzip%22	https://themesbrand.com/velzon/html/master/assets/libs/moment/min/moment.min.js	C:/xampp/htdocs/Shopy/admin_template/themesbrand.com/velzon/html/master/assets/libs/moment/min/moment.min.js	(from https://themesbrand.com/velzon/html/master/charts-apex-timeline.html)
11:28:56	8477/8477	---M-Z	200	added ('OK')	application/javascript	etag:%22211d-60db4fd11fefa-gzip%22	https://themesbrand.com/velzon/html/master/assets/js/pages/apexcharts-timeline.init.js	C:/xampp/htdocs/Shopy/admin_template/themesbrand.com/velzon/html/master/assets/js/pages/apexcharts-timeline.init.js	(from https://themesbrand.com/velzon/html/master/charts-apex-timeline.html)
11:28:57	21962/21962	---M--	200	added ('OK')	application/javascript	etag:%226276894a-55ca%22	https://apexcharts.com/samples/assets/ohlc.js	C:/xampp/htdocs/Shopy/admin_template/apexcharts.com/samples/assets/ohlc.js	(from https://themesbrand.com/velzon/html/master/charts-apex-range-area.html)
